label,eiaid,name,utility,basicinformationcomments
539f74c2ec4f024411ed0bc3,8319,Residential Interruptible,Heartland Power Coop,
539f74c2ec4f024411ed0bdd,10817,Cottin Gin Service,"Lea County Electric Coop, Inc (Texas)",
5a0628385457a3dd7dbe362c,15783,Residential Service,"City of Redding, California (Utility Company)",
539f74c4ec4f024411ed0c41,14156,Schedule AH,Ontonagon County R E A,$0.01108 per kWh Adjustment = $0.00833 per kWh Power Supply Cost Recovery Factor + $0.00275 per kWh Energy Optimization Surcharges
539f74d2ec4f024411ed0c71,12260,SCHEDULE R-TOD-U RESIDENTIAL TIME-OF-DAY SERVICE Single Phase,"Mecklenburg Electric Coop, Inc",
539f74d3ec4f024411ed0ca7,13777,Residential Time of Use-14 (PRC Rate No. 14),Northern Rio Arriba E Coop Inc,
539f74d3ec4f024411ed0cc5,2998,General Service 3-Phase Residential,"Carbon Power & Light, Inc",
539f74d3ec4f024411ed0cc9,11124,Residential Services,"City of Lodi, California (Utility Company)",
539f74d4ec4f024411ed0d03,4373,"Irrigation and Grain-Drying Service I-N (09, 10)- No Control Days - With No Capacitor",Cornhusker Public Power Dist,
539f74d4ec4f024411ed0d15,11103,Residential service,"City of Llano, Texas (Utility Company)",
539f74e3ec4f024411ed0d33,15327,Senior/Disabled (20%),Public Utility District No 1,
539f74e4ec4f024411ed0d4d,3111,Residential Urban,Cass Electric Coop,
539f74e4ec4f024411ed0d61,11587,Residential Electric Rates,"City of Mansfield, Georgia (Utility Company)",
539f74e4ec4f024411ed0d67,14653,Residential Service,PUD No 1 of Pend Oreille Cnty,
539f74e4ec4f024411ed0d8f,2210,Residential,"City of Bridgeport, Texas (Utility Company)",
539f74e5ec4f024411ed0d9b,792,Rg-1 Residential Service Three Phase,"City of Argyle, Wisconsin (Utility Company)",
539f74e5ec4f024411ed0da9,12860,Residential Time-Of-Use - Rate Code 07,Morgan County Rural Elec Assn,
539f74e5ec4f024411ed0db5,15700,"Residential Service: Schedule RS-13, Multi-Phase",Rayle Electric Membership Corp,
539f74e5ec4f024411ed0dbb,15619,Residential Service,"City of Radford, Virginia (Utility Company)",
539f74e5ec4f024411ed0dc7,14396,Residential Electric Rates,"City of Palmetto, Georgia (Utility Company)",Minimum Monthly Bill: $10.00
539f74e5ec4f024411ed0dd7,17324,Residential- Three- Phase,Slinger Utilities,
5b44f4695457a3f13fa907e9,9336,Residential Demand Metered (C),Intermountain Rural Elec Assn,
539f74e5ec4f024411ed0ddf,15991,Residential,"Village of Richmondville, New York (Utility Company)",
5b44f3b15457a32c5ea907e9,9336,Residential Incorporated City or Town Service (CS),Intermountain Rural Elec Assn,
539f74f4ec4f024411ed0e23,8212,Rg-2 Residential Service Optional Time-of-Day Three Phase 8am-8pm,Hartford Electric,
539f74f4ec4f024411ed0e33,19125,Residential Senior Citizen Rate,"City of Traverse City, Michigan (Utility Company)",
539f74f4ec4f024411ed0e39,240,Residential - Single-Phase,Albemarle Electric Member Corp,
539f74f4ec4f024411ed0e47,8796,SCHEDULE OP OFF PEAK RATE (RESIDENTIAL),"City of Hingham, Massachusetts (Utility Company)",
55c266c05457a39013e28f8b,3913,Total Electric Residential,"City of Colby, Kansas (Utility Company)",
539f74f5ec4f024411ed0e77,6210,Residential,"City of Farnhamville, Iowa (Utility Company)",
539f74f5ec4f024411ed0e79,5588,Rural Farm and Residential Multi Phase,East-Central Iowa Rural Elec Coop,
539f74f5ec4f024411ed0e81,12395,Farm And Residential Service (Rate Code 10),Menard Electric Coop,The Cooperative may apply the Power Cost Adjustment to recover changes in wholesale power cost in accordance with Schedule PCA. All charges made under this schedule for electric energy are subject to the prevailing Illinois Public Utility Revenue Tax.
539f74f5ec4f024411ed0e91,174,Residential (Peak 08:00 a.m. - 12:00 p.m.),Aitkin Public Utilities Comm,
5b2a96185457a31c0be5d865,21632,Residential Service R Single Phase,EnergyUnited Elec Member Corp,
55c0c72e5457a32619e28f8b,4622,"Residential, Schools and Churches",Cumberland Valley Rural E C C (Tennessee),
539f7505ec4f024411ed0f0d,5728,Residential,"City of Elba, Alabama (Utility Company)",
539f7505ec4f024411ed0f1f,9999,Envirowatt Residential Electric Service(Manually Read Meter),Kankakee Valley Rural E M C,
5b44f30c5457a3fc54a907e9,9336,Residential Service (A),Intermountain Rural Elec Assn,
539f7506ec4f024411ed0f5f,6209,Residential- 3-Phase,"Town of Farmville, North Carolina (Utility Company)",
539f7506ec4f024411ed0f77,15327,Senior/Disabled (10%),Public Utility District No 1,
539f7506ec4f024411ed0f79,4007,Residential,"City of Columbia City, Indiana (Utility Company)",
539f7506ec4f024411ed0f7d,13036,Rg-2 Residential Service Optional Time-of-Day Three Phase 9am-9pm,"Village of Mt Horeb, Wisconsin (Utility Company)",
539f7515ec4f024411ed0f8d,13560,Residential,"City of Newton, Illinois (Utility Company)",
539f7515ec4f024411ed0f99,12782,Residential Standard Rate,"City of Monett, Missouri (Utility Company)",
539f7516ec4f024411ed0fb3,13488,RESIDENTIAL SERVICE RATE,New Ulm Public Utilities Comm,
539f7516ec4f024411ed0fb7,10331,Residential Load Management Time-of-Day Electric Service,Kingsport Power Co (Tennessee),Adjustment $/kWh = Purchased Power Adjustment Rider($0.01994) + Fuel Clause Rider($0.0337902)
539f7516ec4f024411ed0fbb,3828,Farm and Home Residential Rate (RES1),Cloverland Electric Co-op,
539f7516ec4f024411ed0fbd,21160,Single Family Unit,"Borough of Zelienople, Pennsylvania (Utility Company)",
539f7516ec4f024411ed0fbf,27316,Residential Demand Rate 06,"Town of Stowe, Vermont (Utility Company)",
539f7517ec4f024411ed1043,19882,Residential,Virginia Tech Electric Service,
539f7517ec4f024411ed1049,40497,Lincoln County Residential,Penoyer Valley Electric Coop,
539f7527ec4f024411ed104f,7643,Residential- Single Phase,"Village of Greenwich, Ohio (Utility Company)",
539f7527ec4f024411ed1063,19307,Residential Rate,"City of Tuscumbia, Alabama (Utility Company)","* for demand more than 2000 kwh, the fixed monthly charge is 10.74"
55b644b45457a39259995e8b,11571,Rg-1 Residential Service Single Phase,Manitowoc Public Utilities,
539f7528ec4f024411ed10cb,10599,Residential   Three-phase,"Lake Region Electric Coop, Inc",
539f7528ec4f024411ed10d7,19332,Residential,"City of Tyler, Minnesota (Utility Company)",
539f7528ec4f024411ed10e1,4619,Residential,"Town of Culpeper, Virginia (Utility Company)",
539f7528ec4f024411ed10e5,13577,Residential,"City of Nicholasville, Kentucky (Utility Company)",
539f7529ec4f024411ed10fd,27316,Residential Storage Heating Rate 11,"Town of Stowe, Vermont (Utility Company)",
539f7538ec4f024411ed111b,1955,Residential service rate,"City of Bridgeport Utilities, Nebraska",
5b44ebd05457a33628a907e9,7752,G-2 All-Electric,Guadalupe Valley Elec Coop Inc,
539f7539ec4f024411ed1163,19432,Residential Electric Heating Service,"Village of Union City, Michigan (Utility Company)",
539f753aec4f024411ed11ad,11793,Residential service,"City of Mason, Texas (Utility Company)",
539f753aec4f024411ed11af,15751,Residential Rate,"City of Readlyn, Iowa (Utility Company)",
539f754aec4f024411ed11f5,5063,Residential- Renewable Energy- Single Phase,"City of Denton, Texas (Utility Company)",
539f754aec4f024411ed11ff,10681,Electric Vehicle Charging Station EV-1,Lane Electric Coop Inc,
539f754aec4f024411ed1201,2212,Rate Code 16 Single-Phase,"Broad River Electric Coop, Inc (North Carolina)",
539f754aec4f024411ed1207,16565,Single Phase Master Metered (Non Demand) RV Parks (601-800),Salmon River Electric Coop Inc,
539f754aec4f024411ed120d,2998,General Service 1-Phase Non-Seasonal Residential,"Carbon Power & Light, Inc",
539f754aec4f024411ed1235,750,Residential Rate,Arab Electric Coop Inc,
539f754aec4f024411ed123d,5964,Residential Service-RS,"Escambia River Elec Coop, Inc",
539f754bec4f024411ed126f,7487,RESIDENTIAL - THREE PHASE,"City of Grand Marais, Minnesota (Utility Company)",
539f754bec4f024411ed127d,9598,Residential- All Electric- Outside Corporation,"City of Jackson, Ohio (Utility Company)",
539f755aec4f024411ed12ab,16092,Residential: Outside corporate limits of Riverton,"Village of Riverton, Illinois (Utility Company)",
539f755aec4f024411ed12b3,11481,Heat Pump- Rural,"City of Madison, Nebraska (Utility Company)",
539f755bec4f024411ed12d5,14373,Residential Service below 200 Amps,Page Electric Utility,
539f755bec4f024411ed12d7,14468,Off-Peak Electric Space Heating,People's Cooperative Services,
539f755bec4f024411ed12e9,56224,Residential - Single Family,Rancho Cucamonga Municipal Utility,
539f755bec4f024411ed12f3,8198,Residential,"City of Harrisonburg, Virginia (Utility Company)",
539f755cec4f024411ed132f,17577,Residential Service,"City of South Sioux City, Nebraska (Utility Company)",
539f755cec4f024411ed1337,13547,Residential Power Rates,"Newnan Wtr, Sewer & Light Comm",
539f755cec4f024411ed133f,1427,Residential service rate - Electric Heat,"City of Beatrice, Nebraska (Utility Company)",Load Management Credit-Central Air Conditioner and/or Heat Pump and Load Management Credit-Water Heater may apply
539f756bec4f024411ed1377,14451,Rg-1 Residential Service Single Phase,"Village of Pardeeville, Wisconsin (Utility Company)",
560dad375457a3513b8b4568,12532,Residential,"City of Milan, Tennessee (Utility Company)",
539f756cec4f024411ed13c9,16427,City Service - Multi phase,"City of Rushford, Minnesota (Utility Company)",
55b93e5b5457a31153995e8c,13145,Rg-1 Residential Service Three Phase,"Village of Muscoda, Wisconsin (Utility Company)",
539f756dec4f024411ed13e1,20216,Schedule RES - Farm and Residential Service (Multi Phase),Whitewater Valley Rural EMC,This rate is subject to Wholesale Power Cost Adjustment.
55c271a85457a3c80ee28f8a,965,Residential (Three Phase),Atlantic Municipal Utilities,Fixed monthly charge= weighted average of customer charges
539f756dec4f024411ed13f3,16565,Single Phase Master Metered (Non Demand) RV Parks (801-1000),Salmon River Electric Coop Inc,
539f756dec4f024411ed1411,4062,"Residential Small Use Load Management Service, Storage Water Heating Provision: SCHEDULE R-R-1",Columbus Southern Power Co,
539f756eec4f024411ed142b,1387,Single Phase Residential,"City of Benham, Kentucky (Utility Company)",
539f757cec4f024411ed143b,14599,Single Phase Residential Time of Day RI-TOD,"Paulding-Putman Elec Coop, Inc (Indiana)",
539f757cec4f024411ed144f,3454,Residential Rate Within City Limits,"City of Chetopa, Kansas (Utility Company)",
539f757dec4f024411ed149d,1036,Residential Three Phase,"Town of Ayden, North Carolina (Utility Company)",
539f757dec4f024411ed14cb,14132,Residential Service (Dual Meter),"City of Onawa, Iowa (Utility Company)",
559ab28e5457a37235271883,19578,Residential Heating Service - AH-1 - Power Supply,Upper Peninsula Power Co,
539f757eec4f024411ed14e9,11481,City Use Rate,"City of Madison, Nebraska (Utility Company)",
539f758dec4f024411ed151f,18336,Residential Service Time-of-Day (Single-Phase) ERTD,"Superior Water, Light and Power Co",Subject to the Power Cost Adjustment Clause
539f758dec4f024411ed1521,8610,Residential Service Dual Heat(Submeter),"City of Hinton, Iowa (Utility Company)",
539f758eec4f024411ed1555,21013,Residential service rate(Primary Metering),"City of Worthington, Minnesota (Utility Company)",
539f758eec4f024411ed1557,221,Residential Rate: Russian Mission Village,"Alaska Village Elec Coop, Inc",
539f758eec4f024411ed155b,4373,"Irrigation and Grain-Drying Service I-7 (17, 18)- Seven Control Days - With Capacitor",Cornhusker Public Power Dist,
539f758eec4f024411ed1581,7907,R Residential,"City of Hagerstown, Indiana (Utility Company)",
539f758fec4f024411ed15a7,6784,Residential Generation,French Broad Elec Member Corp (Tennessee),
539f759dec4f024411ed15d7,7677,Residential- Life Support Program,"City of Gridley, California (Utility Company)",
539f759eec4f024411ed1627,17577,Small Power Producers/Net Metering - Baseload Generation (methane fueled),"City of South Sioux City, Nebraska (Utility Company)",
5b3be06d5457a3e63e3ebf15,17066,S-6 Residential Seasonal Service (Three Phase),Shenandoah Valley Elec Coop,
55bfd6c45457a32619e28f89,1775,Residential Service,Black River Electric Coop,
5b3bdfd65457a305313ebf15,17066,S-6 Residential Seasonal Service (Single Phase),Shenandoah Valley Elec Coop,
539f75b1ec4f024411ed16a5,6759,Electric Heat Rates,"City of Fredericksburg, Iowa (Utility Company)",
539f75b1ec4f024411ed16a9,14599,Single Phase Residential Net Billing Service,"Paulding-Putman Elec Coop, Inc",
5b3bdbe35457a37c4f3ebf15,1613,Residential,Berkeley Electric Coop Inc,
539f75b1ec4f024411ed16b1,24949,Rate 100 (Rural residential),Cass County Electric Coop Inc,
539f75b1ec4f024411ed16bd,12782,Residential All Electric,"City of Monett, Missouri (Utility Company)",
539f75b1ec4f024411ed16e5,4147,RATE R-2 RESIDENTIAL SERVICE WITH CONTROLLED WATER HEATING (THREE PHASE),"Town of Concord, Massachusetts (Utility Company)",
539f75b2ec4f024411ed16f9,8770,Residential Rate - Inside City Limits(Electric Heat Discount-Apartment),"City of Holton, Kansas (Utility Company)",A power cost adjustment may apply.
539f75b2ec4f024411ed1701,19981,Residential Service Single-Phase,Wake Electric Membership Corp,
558d7ec65457a33a248b4569,10620,Schedule NR-S: Net Metered Residential,"City of Lake Worth, Florida (Utility Company)",
539f75b2ec4f024411ed1723,15040,Residential Service,"City of Pierre, South Dakota (Utility Company)",
539f75b2ec4f024411ed172d,4939,Farm & Home - Rate 01,"Deaf Smith Electric Coop, Inc",
539f75b3ec4f024411ed1745,1233,Residential electric rate,"City of Barnesville, Minnesota (Utility Company)",
539f75b3ec4f024411ed174b,8571,Residential Service All Electric (Rate 12),"Town of High Point, North Carolina (Utility Company)",
539f75c2ec4f024411ed175f,7715,Time-of-Use Schedule (1000 KWh)-T2,"Town of Groton, Massachusetts (Utility Company)",
539f75c3ec4f024411ed1775,13448,Rg-2 Residential Service Optional Time-of-Day Single Phase 8am-8pm,"City of New Holstein, Wisconsin (Utility Company)",
539f75c3ec4f024411ed17a5,6722,Electric Space Heating,Franklin Rural Electric Cooperative,
539f75c3ec4f024411ed17bb,8359,Normal Residential,"City of Hearne, Texas (Utility Company)",
539f75c4ec4f024411ed17cf,15062,Residential,"Town of Pineville, North Carolina (Utility Company)",
539f75c4ec4f024411ed17dd,5063,Residential- Three Phase,"City of Denton, Texas (Utility Company)",
539f75d4ec4f024411ed1825,18249,Residential TOU - 7am - 7pm,"City of Sturgeon Bay, Wisconsin (Utility Company)",
539f75d4ec4f024411ed183d,221,Residential Rate: Huslia Village,"Alaska Village Elec Coop, Inc",
539f75d4ec4f024411ed1841,40438,Residential,Columbia River Peoples Ut Dist,
539f75d5ec4f024411ed18c1,8919,RESIDENTIAL,"City of Howard, South Dakota (Utility Company)",
539f75e5ec4f024411ed18ff,19981,RESIDENTIAL TIME-OF-USE SERVICE Three-Phase,Wake Electric Membership Corp,
539f75e7ec4f024411ed1975,1839,Residential Service,"City of Blanding, Utah (Utility Company)",
539f75f7ec4f024411ed19c5,13036,Rg-2 Residential Service Optional Time-of-Day Three Phase 8am-8pm,"Village of Mt Horeb, Wisconsin (Utility Company)",
539f75f7ec4f024411ed19cf,18448,Residential Service,Tanner Electric Coop,
539f75f7ec4f024411ed19d1,17593,Residential,"Southeast Electric Coop, Inc",
539f75f7ec4f024411ed19e9,16922,Rural Residential,"City of Seneca, Kansas (Utility Company)",
539f75f7ec4f024411ed19ef,10669,Residential Hot Water Heating,"Town of Landis, North Carolina (Utility Company)",
539f75f7ec4f024411ed19f7,9778,Net Metering Sevice,Johnson County Rural E M C,
539f75f7ec4f024411ed19fb,17876,Residential,"City of St James, Minnesota (Utility Company)",
59495f525457a3566d75d08a,2485,Residential Rate,"City of Buffalo, Minnesota (Utility Company)",
539f75f7ec4f024411ed1a03,11093,Residential,"City of Livermore, Iowa (Utility Company)",
539f75f7ec4f024411ed1a15,13730,Residential underground service rate,"City of North St Paul, Minnesota (Utility Company)",
539f75f7ec4f024411ed1a1b,221,Residential Rate: Goodnews Bay Village,"Alaska Village Elec Coop, Inc",
539f75f8ec4f024411ed1a39,1181,Rg-2 Optional Time-of-Day Single Phase (8:00am-8:00pm),"City of Bangor, Wisconsin (Utility Company)",
539f75f8ec4f024411ed1a41,6640,Residential Service - All Electric - Single Phase,Four County Elec Member Corp,
539f7609ec4f024411ed1a73,11019,Residential Energy Conservation,Little River Electric Coop Inc,
539f7609ec4f024411ed1a79,2647,Residential,"City of Butler, Missouri (Utility Company)",
539f7609ec4f024411ed1a7d,19883,Residential service rate,"City of Virginia, Minnesota (Utility Company)",
539f7609ec4f024411ed1a8b,19820,Victory Native (Rural) - All Electric Service,Victory Electric Coop Assn Inc,
539f760aec4f024411ed1ac7,21079,General Seasonal Service (Three-Phase) Residential GS-3,Wyrulec Company,Limited to customers requiring up to 350 kVA of transformer capacity ~ 350 kW
55bbbb9a5457a3160f995e8b,1456,Residential Electric Service,"City of Bedford, Virginia (Utility Company)",
539f760aec4f024411ed1af3,12944,Residential Senior Citizens- Morganton Housing Authority,"City of Morganton, North Carolina (Utility Company)",
539f760aec4f024411ed1afd,13602,Residential Single phase secondary service rate A (inside city rate),"City of Niles, Ohio (Utility Company)",
539f760aec4f024411ed1aff,10668,RESIDENTIAL SERVICE - SEASONAL RATE,Licking Rural Electric Inc,
